A68,,,0,
A68,,,2,
A68,,,1,
A68,,,2,
A68,,,1,
A68,,,0,
A68,,,24,
A68,,,36,
A68,,,61,
A68,,,114,
A68,,,32,
A68,,,19,
A68,,,9,
A68,,,14,
A68,,,1,
A68,,,2,
A68,,,1,
A68,,,8,
Y10,,,77,
Y10,,,9,
Y10,,,103,
Y10,,,16,
Y10,,,25,
Y10,,,36,
Y10,,,128,
Y10,,,30,
Y10,,,256,
Y10,,,44,
Y10,,,13,
Y10,,,41,
Y10,,,18,
Y10,,,12,
Y10,,,19,
Y10,,,274,
Y10,,,15,
Y10,,,19,
Y10,,,12,
Y10,,,81,
Y10,,,20,
Y10,,,12,
